slug,title,adventurer_level,level_order,source_scope,source_kind,requirements_detected,pdf,md,raw_txt,image,image_width,image_height,source_page,source_url,image_url,error
constructor-discipulos,Discípulos,Constructor,grado-3,Grado 3 - Constructor,pdf,10,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-discipulos.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-discipulos.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-discipulos.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-discipulos.png,814,596,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_discípulos.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2612809_orig.png,
constructor-diversion-con-cohetes,Diversión con cohetes,Constructor,grado-3,Grado 3 - Constructor,pdf,10,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-diversion-con-cohetes.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-diversion-con-cohetes.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-diversion-con-cohetes.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-diversion-con-cohetes.png,961,677,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_diversión_con_cohetes.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/rocket-fun_orig.png,
constructor-diversion-con-tarros,Diversión con tarros,Constructor,grado-3,Grado 3 - Constructor,pdf,6,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-diversion-con-tarros.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-diversion-con-tarros.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-diversion-con-tarros.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-diversion-con-tarros.png,764,546,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_diversión_con_tarros.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/31435_orig.png,
constructor-excursionismo-sobre-la-nieve,Excursionismo sobre la nieve,Constructor,grado-3,Grado 3 - Constructor,pdf,9,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-excursionismo-sobre-la-nieve.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-excursionismo-sobre-la-nieve.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-excursionismo-sobre-la-nieve.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-excursionismo-sobre-la-nieve.png,806,574,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_excursionismo_sobre_la_nieve.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/6674037_orig.png,
constructor-gimnasta,Gimnasta,Constructor,grado-3,Grado 3 - Constructor,pdf,5,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-gimnasta.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-gimnasta.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-gimnasta.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-gimnasta.png,786,566,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_gimnasta.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2225295_orig.png,
constructor-imanes-i,Imanes I,Constructor,grado-3,Grado 3 - Constructor,pdf,6,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-imanes-i.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-imanes-i.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-imanes-i.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-imanes-i.png,860,624,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_imanes_i.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/1612947_orig.png,
constructor-imanes-ii,Imanes II,Constructor,grado-3,Grado 3 - Constructor,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-imanes-ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-imanes-ii.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-imanes-ii.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-imanes-ii.png,772,558,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_imanes_ii.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/1598043_orig.png,
constructor-lagartos,Lagartos,Constructor,grado-3,Grado 3 - Constructor,pdf,6,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-lagartos.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-lagartos.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-lagartos.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-lagartos.png,792,552,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_lagartijas.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2682297_orig.png,
constructor-lectura-iii,Lectura III,Constructor,grado-3,Grado 3 - Constructor,html,2,,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-lectura-iii.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-lectura-iii.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-lectura-iii.png,788,564,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/lectura-de-constructor.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/91829_orig.png,
constructor-mayordomo-sabio,Mayordomo sabio,Constructor,grado-3,Grado 3 - Constructor,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-mayordomo-sabio.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-mayordomo-sabio.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-mayordomo-sabio.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-mayordomo-sabio.png,784,554,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_mayordomo_sabio.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/6189888_orig.png,
constructor-miel,Miel,Constructor,grado-3,Grado 3 - Constructor,pdf,6,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-miel.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-miel.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-miel.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-miel.png,846,610,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_miel.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/1227826_orig.png,
constructor-nadador-ii,Nadador II,Constructor,grado-3,Grado 3 - Constructor,pdf,20,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-nadador-ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-nadador-ii.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-nadador-ii.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-nadador-ii.png,788,558,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_nadador_ii.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/4539836_orig.png,
constructor-olimpiadas,Olimpiadas,Constructor,grado-3,Grado 3 - Constructor,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-olimpiadas.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-olimpiadas.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-olimpiadas.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-olimpiadas.png,786,552,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_olimpiadas.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2862359_orig.png,
constructor-oracion,Oración,Constructor,grado-3,Grado 3 - Constructor,pdf,4,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-oracion.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-oracion.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-oracion.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-oracion.png,818,562,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_oración.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/3806050_orig.png,
constructor-perlas-cuentas,Perlas/cuentas,Constructor,grado-3,Grado 3 - Constructor,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-perlas-cuentas.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-perlas-cuentas.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-perlas-cuentas.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-perlas-cuentas.png,786,548,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_perlas.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/9894829_orig.png,
constructor-pioneros-adventistas,Pioneros adventistas,Constructor,grado-3,Grado 3 - Constructor,pdf,13,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-pioneros-adventistas.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-pioneros-adventistas.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-pioneros-adventistas.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-pioneros-adventistas.png,786,550,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_pioneros_adventistas.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/1140300_orig.png,
constructor-salvar-los-animales,Salvar los animales,Constructor,grado-3,Grado 3 - Constructor,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-salvar-los-animales.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-salvar-los-animales.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-salvar-los-animales.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-salvar-los-animales.png,912,628,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_salvar_los_animales.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/4794328_orig.png,
constructor-sombras-chinescas,Sombras chinescas,Constructor,grado-3,Grado 3 - Constructor,pdf,5,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-sombras-chinescas.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-sombras-chinescas.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-sombras-chinescas.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-sombras-chinescas.png,778,536,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_sombras_chinescas.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/1074340_orig.png,
constructor-tarjetas-postales,Tarjetas postales,Constructor,grado-3,Grado 3 - Constructor,pdf,12,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-tarjetas-postales.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-tarjetas-postales.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-tarjetas-postales.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-tarjetas-postales.png,810,588,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_tarjetas_postales.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2174673_orig.png,
constructor-temperancia,Temperancia,Constructor,grado-3,Grado 3 - Constructor,pdf,12,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-temperancia.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-temperancia.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-temperancia.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-temperancia.png,880,630,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_temperancia.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2862233_orig.png,
constructor-trovador,Trovador,Constructor,grado-3,Grado 3 - Constructor,pdf,9,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/constructor-trovador.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/constructor-trovador.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/constructor-trovador.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/constructor-trovador.png,912,642,https://www.guiasmayores.com/especialidades--grado-3.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_trovador.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/6460115_orig.png,
manitas-ayudadoras-abejas,Abejas,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-abejas.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-abejas.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-abejas.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-abejas.png,834,586,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_abejas.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/4273845_orig.png,
manitas-ayudadoras-album-de-fotos,Álbum de fotos,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,5,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-album-de-fotos.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-album-de-fotos.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-album-de-fotos.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-album-de-fotos.png,768,536,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_Álbum_de_fotos.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/8815736_orig.png,
manitas-ayudadoras-amigo-carinoso,Amigo cariñoso,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-amigo-carinoso.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-amigo-carinoso.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-amigo-carinoso.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-amigo-carinoso.png,712,494,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_amigo_cariñoso.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/8111707_orig.png,
manitas-ayudadoras-canastero,Canastero,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-canastero.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-canastero.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-canastero.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-canastero.png,762,540,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_canastero.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/9252376_orig.png,
manitas-ayudadoras-canotaje,Canotaje,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,5,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-canotaje.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-canotaje.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-canotaje.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-canotaje.png,858,622,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_canotaje.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/6702687_orig.png,
manitas-ayudadoras-carpintero,Carpintero,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-carpintero.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-carpintero.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-carpintero.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-carpintero.png,790,564,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_carpintero.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/221597_orig.png,
manitas-ayudadoras-climatologia,Climatología,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-climatologia.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-climatologia.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-climatologia.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-climatologia.png,870,640,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_clima.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/5516569_orig.png,
manitas-ayudadoras-diversion-con-naciones,Diversión con naciones,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,6,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-diversion-con-naciones.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-diversion-con-naciones.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-diversion-con-naciones.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-diversion-con-naciones.png,767,547,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_diversión_con_naciones.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/9353749_orig.png,
manitas-ayudadoras-ecologo,Ecólogo,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,7,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-ecologo.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-ecologo.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-ecologo.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-ecologo.png,788,558,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_ecólogo.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/6155398_orig.png,
manitas-ayudadoras-equitacion,Equitación,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-equitacion.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-equitacion.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-equitacion.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-equitacion.png,900,636,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_equitación.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/9008214_orig.png,
manitas-ayudadoras-espiritu-santo,Espíritu Santo,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-espiritu-santo.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-espiritu-santo.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-espiritu-santo.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-espiritu-santo.png,1071,800,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_espíritu_santo.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/esp-ritu-santo_orig.png,
manitas-ayudadoras-estudiante-de-biblia-ii,Estudiante de Biblia II,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,6,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-estudiante-de-biblia-ii.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-estudiante-de-biblia-ii.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-estudiante-de-biblia-ii.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-estudiante-de-biblia-ii.png,758,550,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_biblia_ii.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/1492462_orig.png,
manitas-ayudadoras-explorador,Explorador,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-explorador.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-explorador.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-explorador.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-explorador.png,786,544,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_explorador.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2089979_orig.png,
manitas-ayudadoras-fruto-del-espiritu,Fruto del Espíritu,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-fruto-del-espiritu.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-fruto-del-espiritu.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-fruto-del-espiritu.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-fruto-del-espiritu.png,830,614,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_frutos_del_espíritu.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/2581173_orig.png,
manitas-ayudadoras-geologo,Geólogo,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,pdf,8,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/pdf/manitas-ayudadoras-geologo.pdf,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-geologo.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-geologo.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-geologo.png,786,564,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/av_-_geólogo.pdf,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/9297340_orig.png,
manitas-ayudadoras-lectura-iv,Lectura IV,Manitas Ayudadoras,grado-4,Grado 4 - Manitas Ayudadoras,html,2,,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/md/manitas-ayudadoras-lectura-iv.md,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/raw/manitas-ayudadoras-lectura-iv.txt,/Users/abner/Documents/development/sacdia/docs/working/aventureros-especialidades/images/manitas-ayudadoras-lectura-iv.png,788,562,https://www.guiasmayores.com/especialidades---grado-4.html,https://www.guiasmayores.com/lectura-de-manos-ayudadoras.html,https://www.guiasmayores.com/uploads/1/1/3/1/1131412/7277802_orig.png,
